State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
NJ,157,787,661-4753,no,no,0,8.827114226922525,2,2.63162417877878,7.050658806176588,6,9.384373895415226,2.287016774512357,200,7.013713426275444,5.347121641718232,6,6.878579370247596,6,True.
MT,11,778,871-4063,no,no,0,4.689810610572484,4,5.427445474321332,3.2863063446026186,5,3.0432549671696623,5.13569020206879,150,5.98900165232778,4.554568054801316,6,0.4964524276293085,7,True.
AR,139,658,811-1085,yes,yes,200,10.613208253275491,4,6.476475786157682,6.600193427677517,2,8.665675849154532,1.2830837609662926,50,7.376030866003264,4.165250065579992,6,4.559438955075369,6,True.
IN,48,737,237-5795,no,no,0,10.98397149435929,4,8.031550997857401,4.61255277153084,5,7.496165700982616,4.64762458073282,50,6.473860814303386,5.7544104208805305,7,3.631923392649837,4,True.
TN,196,847,389-7073,no,no,0,10.116189344367724,2,7.598205080999056,7.101833874085108,1,8.010905992152448,2.086303297179572,250,7.884224121407855,2.1823671374236304,4,4.327361732151574,6,True.
NC,6,786,562-2334,yes,yes,300,6.996178254003546,4,5.4393381630013495,5.50094691794142,1,6.515298869571755,3.5201379984013244,150,6.31451624257643,4.257430557961963,4,4.2925071856759285,6,True.
MO,54,777,158-4806,no,yes,600,7.431214688257048,6,5.031189183200247,8.664354003635532,3,4.929427803663039,6.507717320597578,200,5.141878574632139,4.720422865441271,6,6.499314520159111,5,True.
WI,126,877,225-3592,no,yes,500,7.585603773811016,3,5.817759642678306,7.084055638245012,4,5.826790981217471,6.7098453948963925,200,3.043492226483273,3.781926407002932,8,8.36985303588802,2,True.
OK,97,797,688-3453,no,no,0,6.183521303981708,4,6.464915112735007,4.8276686030482665,4,5.092974886382647,4.542723240633612,150,6.5104277596591285,3.785107605141928,2,3.411037510161901,8,True.
NC,83,786,796-7006,no,yes,0,6.645367351802324,1,8.437964925588815,5.585801854434272,2,3.971485194592924,0.9680983050587396,300,9.264344818758737,4.2450036937485605,6,3.125458766511251,10,True.
KY,85,758,731-8672,yes,no,0,8.435409126955232,3,8.040246273299367,6.258589969501218,5,6.803776030436772,5.685629374772573,150,2.5220946759778533,5.156544801511361,6,10.3089305141607,1,True.
WI,51,877,116-5522,no,yes,800,1.952869319910292,5,1.4601463112419566,5.063010436461789,0,4.47684247159435,4.946833187893371,200,4.173515676979375,4.213126669784337,4,6.0428339794611645,7,True.
NE,16,786,397-9038,yes,yes,300,4.470639118960684,2,4.499985728472528,5.017690097096623,1,5.03986607559078,4.626834109052096,200,5.756909110177549,5.465103418544815,2,5.081619052775896,7,True.
WY,77,878,234-8919,yes,no,0,6.110680751648735,4,4.180437105890348,6.284736002415341,0,4.284926975292425,2.8225351662693825,200,7.970019800860166,4.527433224152553,7,0.0837922042654044,8,True.
ID,154,736,454-5713,yes,yes,700,3.231136098283737,4,2.2768551660470733,4.442935340760483,0,3.059021588927562,5.523245511829675,50,5.218720602984193,4.618705854733319,6,3.3607271107229737,7,True.
IL,90,737,953-7701,yes,no,0,4.922486628815762,2,2.495419594987666,3.5714571327346283,2,6.325380745394867,3.02763705814394,150,6.301221106842197,5.4503531980792745,5,3.827604300961178,7,True.
DC,51,686,411-7347,no,no,0,9.789573137155363,4,7.473473256364164,5.861766401092924,7,6.312680402969689,6.247352545958217,150,5.406783997589013,5.593974770844235,7,5.665272099672545,2,True.
MN,158,777,641-9949,no,yes,200,8.852173860744877,3,8.124432520674022,6.429345427248092,0,5.226983701123854,1.023450156202176,200,9.257414560382,4.614665148827861,8,1.8629546492723064,9,True.
TN,99,847,433-2679,no,yes,200,6.210973846902538,4,6.077729615517677,5.928818788853415,5,5.169044004027239,5.530901118499332,200,5.148211950820453,3.5282653768585384,4,5.208804042796037,5,True.
RI,114,827,916-6213,yes,no,0,4.451476427222397,2,2.4031459643763045,3.897725466493637,1,5.215639499800202,3.872894226009035,100,5.79023816662859,5.494824894230239,6,3.214822014669753,7,True.
OR,198,798,323-7038,yes,no,0,6.107733987443155,2,5.115415791334071,6.55427860553147,1,5.736524588296527,4.772146374385637,250,3.8831452012461463,5.032975567497666,6,7.489060003149477,3,True.
ME,147,776,877-5166,no,no,0,8.947519760024722,1,6.590421314697622,8.260493728568562,1,6.894687298724158,1.191749655063992,300,7.025189244690534,5.284893322560009,7,3.5473569208196998,7,True.
MN,140,777,628-9975,yes,no,0,10.145694008067853,1,7.404036898871343,7.749227306083065,1,6.897885699568765,4.118484113378267,200,6.519436650875341,6.52919703343162,5,5.458373427044767,5,True.
NJ,172,787,262-9339,yes,yes,300,8.040837019861915,2,5.529717222769488,10.123678060664508,3,7.1929939907369285,0.0136750570626889,300,6.817066468702111,5.696785143169712,6,5.567162801066029,7,True.
MI,88,777,751-9539,yes,yes,100,16.154764747899247,4,10.701590011509362,7.531194607333501,3,9.976284242273591,3.3752958646190043,100,8.009715513839655,4.157852728381031,7,4.926499446371421,4,True.
MD,92,776,327-1802,yes,no,0,0.6025410064499974,6,4.267897678780158,5.282869321518563,6,1.535318708878739,3.705067265648223,250,5.655108644065433,6.495464836590527,3,1.5049869955321626,8,True.
TX,7,848,627-7854,yes,yes,300,10.201128793454949,4,5.570634649569061,7.89136140796127,0,7.379606964969308,4.372409476780572,150,6.472354404225861,5.268057853504796,7,5.645781648907163,4,True.
MS,174,778,425-1215,no,yes,300,9.15643926640147,4,7.592479187765667,4.990386121012214,4,7.1426525565633465,4.34222485411354,150,6.079670483074326,5.07521679877205,5,5.0449558679601845,5,True.
MA,70,776,627-1168,no,yes,100,7.778082954576735,5,6.074007147808592,5.159253844956442,2,6.106988730918242,2.0530120753822487,150,9.092194414675529,3.118486435775827,4,1.0144697119564237,9,True.
LA,169,766,372-4774,yes,no,0,4.879948882932551,2,4.2668656250528,2.064785393050551,1,5.164333401540245,3.6324326227548207,50,6.390789134423141,5.214015865581166,4,2.4466446099783843,7,True.
RI,69,827,945-5965,yes,no,0,8.629501571022116,4,7.014150215634524,7.388629567832542,4,6.033829767598383,4.611753896442627,250,5.795004577194951,4.193391052952284,6,5.477618371416893,5,True.
NY,165,788,510-3083,no,yes,400,4.82524553823699,2,6.289585834262626,4.765333573908987,3,5.169826308797222,4.136637640188941,250,4.4028152227290285,4.2099411574205,3,6.194326841046285,5,True.
VA,139,866,965-1026,yes,yes,300,6.719083910570626,3,6.422822349774592,5.300308775229246,5,4.375667004803221,4.100701979576547,200,6.245223335235538,5.398818882000528,7,1.7238992333085572,6,True.
ND,54,786,350-8749,yes,no,0,3.9909059046469055,0,5.776527997118313,6.48977329266466,1,2.8450056107613126,2.449010160888625,300,6.632736815340629,5.697462816442156,5,0.7005436421663642,9,True.
OR,17,798,592-3229,yes,no,0,12.259601451472838,3,10.771754598713198,5.571467953408652,8,6.437962974175624,5.283190375795959,100,5.612020713992919,5.352967360668142,8,5.33176113452889,2,True.
TX,41,848,153-9827,no,no,0,8.800358143248609,1,10.119550011224865,6.2839880806724775,5,5.630695219192952,4.342426718064776,300,4.680308979018508,6.290993110083129,5,6.064128291079109,4,True.
IL,35,737,357-5875,no,yes,600,6.47721606332537,4,5.107365809577199,9.616212273486468,0,4.444840841763231,2.349323405426873,250,5.225984778473116,4.350376904090018,9,4.743926269432791,6,True.
KY,80,758,155-2010,no,no,0,1.085652294078468,5,0.3336799614971015,5.405487403007682,2,3.229611700129494,3.044118363987888,150,6.063850167595732,5.13465012601457,5,1.9073415548583164,9,True.
AK,51,657,573-2481,yes,yes,0,8.03785547407502,4,6.555691302508134,5.523507323549699,5,4.642962163504993,4.428349922522934,200,8.806191965635316,4.319411027267177,5,1.0675171120966898,8,True.
MI,130,777,991-3007,no,yes,700,5.173450926261911,4,3.80348024122837,9.581946711519036,1,5.90836611271917,3.456743934174945,300,4.968086890643892,5.308534154212094,4,8.478106801098985,7,True.
NE,98,786,484-4584,yes,yes,0,13.465156623390842,1,11.19838825714583,6.296770933150318,5,9.114427556507351,3.862351973573616,200,5.912220822958646,5.24881095038971,6,6.697230274256347,3,True.
PA,164,806,960-5548,yes,no,0,8.64664931193918,4,4.262704277299221,4.975681921449443,1,6.974224345337262,5.371592005922108,150,6.323744894038764,4.003528697046741,7,4.617534586805226,4,True.
MD,168,776,243-5075,no,no,0,6.978070590247219,2,5.752434378635629,8.524455835205904,1,5.532397232357524,4.695915249666136,300,3.968038565890085,4.275828596080416,7,7.315093867251052,4,True.
KS,162,758,530-7433,yes,no,0,8.825964442344201,1,6.915993501298511,7.0574072347270045,1,6.72462119496269,3.910477699419107,250,5.798629752286882,3.074484593963932,6,6.615636069904728,4,True.
AZ,153,659,163-3402,yes,yes,600,7.512683755664968,8,5.164492092532405,7.419210575000722,4,6.25190461122474,5.36552997744352,100,4.668599993648051,4.172867934819863,6,8.025009488119213,3,True.
AL,176,657,714-1387,yes,no,0,7.846827962831153,1,7.036683059329555,6.763187394702292,3,5.610399855633419,5.33999052909689,250,4.640056703101717,4.558573583035608,5,6.786902448953292,4,True.
SC,10,836,851-3101,no,yes,700,1.8687429977483372,6,1.8629882640246764,4.29965352263119,2,1.710547451181908,4.885415892103643,150,6.0219594825667215,4.999220662150562,7,0.2309441033547434,8,True.
SD,13,836,271-4862,yes,yes,400,10.512913214592128,1,10.83943759648412,5.964952531208305,8,5.867008538919577,5.067747171835461,250,3.980417808513535,5.3379958569066925,9,6.711683002230397,1,True.
CA,101,676,464-2587,no,no,0,10.331804645556556,3,8.005551868516102,6.607209773440885,1,6.569137617514876,2.1904039758976666,200,8.130985303659497,5.242498808307001,7,1.5083616943954097,7,True.
CA,162,676,746-6463,yes,no,0,8.806521440148135,3,8.403123319590682,7.252096790271466,4,3.912502977305445,2.3784314967880418,250,6.230669717859052,4.227503103131919,11,0.8723132328227283,5,True.
PA,56,806,104-3389,no,no,0,7.538064773890046,5,3.3292644903432183,5.7273255693140745,0,6.769239104036843,4.30582886932081,100,7.28934640338425,4.59199941972958,5,3.3528196124996428,7,True.
NJ,99,787,181-5185,yes,no,0,4.5259950743079465,3,7.413790947070284,6.315547239712494,4,3.3004013865515667,1.7767439176540003,300,6.365736067576802,6.572662267647931,5,1.6397230918485826,8,True.
MS,120,778,954-7762,yes,yes,200,6.736009512078356,2,5.411286735623196,5.789993669775091,2,5.84647259886891,4.332809683359789,200,6.470507056631282,5.182897609805731,4,3.82665367699376,6,True.
OR,72,798,170-5847,yes,yes,100,14.420062295096416,1,9.949986435305696,7.186160235732495,2,10.673368520906074,4.3443340694809525,200,5.991417519348917,5.382598269404487,5,9.38242263649706,2,True.
MT,40,778,363-6980,no,yes,500,2.93173278652333,5,6.437272387591641,5.494810355165766,4,2.6030677048961537,1.9017119841247545,200,6.220759766134568,4.692391285832311,4,1.1210140313319497,10,True.
OR,187,798,168-5756,no,no,0,6.32525031353957,3,5.404458838628361,5.608641955131219,3,4.794693671007595,5.18044654915722,200,5.988018215712559,2.905323212590582,5,3.5184829559969337,6,True.
MO,142,777,949-3811,yes,yes,300,10.081762931774175,2,5.689196347292505,8.902149704135983,0,8.476478662924656,4.026830955858473,250,5.8066151329300695,6.294306841586699,5,8.775215680247769,3,True.
NY,103,788,607-7759,yes,yes,400,7.971281819334319,6,4.5992835083709895,5.975430050942268,2,5.34844866409818,4.176088644892026,150,8.146881967810366,4.580896399834457,7,0.7849432361225332,7,True.
NC,112,786,778-3714,yes,yes,100,8.903061898626083,3,7.196150690865364,6.820250469491564,4,7.133876497399956,5.276664785860078,200,5.164249589952805,5.070820955481431,4,7.434775454817743,4,True.
AZ,21,659,829-5230,no,no,0,4.091724952370249,5,3.495637906121687,3.346283753596124,4,4.924143369319019,6.083855814296517,100,3.859228732962155,6.683659666932549,5,6.601188748827107,3,True.
IA,182,736,613-5612,no,yes,400,8.673234652523053,4,6.476838867564664,7.245920555039999,1,6.43441826650221,4.392181282065103,100,4.799385646658127,4.340771585091447,7,6.678741599393836,4,True.
MS,110,778,727-1684,no,no,0,15.403478875990748,3,11.959609349454094,6.859631035558346,6,9.16757148272674,3.7185676051814154,100,6.256092450077247,4.250712373477309,9,6.392851257691168,1,True.
OH,13,797,375-7052,no,yes,400,4.618896167612886,3,3.7439671101024663,6.53875844622362,1,4.440057823888645,4.579283584605214,250,5.608320286116688,3.983261147389944,5,4.141568498097519,6,True.
CO,106,677,695-6074,no,yes,600,6.65581051421857,4,4.387958855609042,6.512468781939198,0,5.070184273562176,3.402591827446197,150,5.966071333590083,6.59949784455581,8,3.743053557017999,5,True.
IA,143,736,567-1782,yes,no,0,9.387070823401787,5,6.965949025796124,7.480865732796108,5,6.489623413979403,5.652368587126851,200,4.555372708949634,6.558661542978936,7,7.637173972989784,1,True.
ID,136,736,353-7453,yes,yes,500,8.081473030463787,5,5.101301937255569,8.156181827223023,1,5.070659596493351,4.061434864400565,150,6.072676751364346,5.516771808663899,9,3.858542103081472,5,True.
NM,5,787,553-7025,yes,no,0,9.734654489929298,2,6.060405626594093,8.483527688035652,0,7.346200448689505,2.010301539749018,300,8.129257775631894,3.9909311451504936,6,3.826184313939716,6,True.
MI,122,777,208-7551,yes,yes,400,3.532181471733194,3,2.9664779725150523,5.38396854029973,1,3.64600451575016,5.13383770834086,200,5.659819732760647,5.49014756392757,5,2.8224668002277777,7,True.
HI,58,727,763-2271,no,no,0,9.719870901535458,0,9.134587519516716,5.468993716924086,3,7.274237351330177,3.644329478178974,250,5.984038444075117,4.047834142208156,4,6.149071703946153,5,True.
IL,133,737,113-5657,no,yes,400,5.44131216497921,0,5.588246126174179,8.178880970829466,2,5.348084009771352,1.8628470087086693,300,4.313744465643131,6.161312785444085,6,6.852991821566811,6,True.
AL,168,657,904-3405,yes,no,0,3.619901053076114,2,4.484790565492368,6.233924599789303,0,3.988896205890548,0.7109443863650888,350,8.998184996837441,4.049735504342981,3,2.376529664291421,12,True.
OK,90,797,760-3445,no,no,0,7.652406737642096,2,3.752278802955913,7.421103177680553,0,6.378907183676835,4.660701000443697,250,5.952459568365288,5.177967521092902,7,5.5051284812414405,5,True.
MT,101,778,920-7309,yes,no,0,5.850701100359062,8,5.2192255863046855,5.712444566745414,7,3.8111564779941136,6.830589684220247,150,4.892160365680674,3.280093934576092,6,4.664966717548147,4,True.
CT,36,678,401-9623,yes,no,0,7.6546439275073155,3,9.22200562995672,6.151607742271434,7,5.374784924027386,4.656343324603131,250,4.649907254109741,6.066536862260504,4,5.546751430636013,5,True.
GA,162,716,322-7415,yes,no,0,9.215265698334267,6,4.957564391992527,5.33589961700724,4,5.970772056067936,6.669804977067263,50,6.075671367173426,4.461680947127942,8,4.5927291836995074,3,True.
NC,158,786,510-8060,no,no,0,6.747471013983268,3,5.610140478758988,5.4377002222271535,1,6.911791744245352,4.411491714676218,200,4.429623742434535,6.408774356010277,4,8.447206113634378,3,True.
OK,135,797,780-6654,no,no,0,6.873221006455927,5,6.515133330653633,5.28336061428922,8,4.199123777698029,7.062635459857498,200,5.443768424309441,6.13610763519331,5,3.5041065614704667,5,True.
KY,19,758,514-1843,no,no,0,12.388640578637634,3,5.863222482508066,7.480824764540571,1,8.366885747841664,3.4021663783946456,100,8.028618311793993,4.718261213810726,9,3.5747604496192533,5,True.
HI,136,727,799-5319,yes,no,0,6.168513171563041,3,2.3195705564000137,7.404855052111949,2,4.9375687064352025,4.122852689502947,200,6.718334859975034,4.152283061800572,8,2.8930357220673963,7,True.
GA,84,716,991-7023,no,yes,300,5.366240649601705,2,6.300783968159157,4.8969627249023056,1,5.489811297295186,2.3536605139885216,250,6.425837192635633,6.04930086992929,3,3.245362763657588,9,True.
PA,134,806,500-3991,no,yes,300,5.820450556525274,4,4.600784140442933,4.992989175802916,2,4.625181785780138,4.078818176068134,150,6.696406281623073,5.151543307930667,6,1.7414574716677538,7,True.
LA,71,766,489-8673,yes,no,0,12.87170796555325,0,8.970784992501844,7.985448692482298,0,9.589720064155015,2.630242537389202,200,6.739358010063133,6.716300962635072,5,7.616497907963785,5,True.
NC,19,786,233-2771,yes,no,0,11.528809920254377,4,5.12806160995726,4.02923203675115,0,10.077030756517654,5.662359611011131,0,6.512543520548609,3.9534582365115902,5,7.197938152640061,4,True.
ME,101,776,339-5069,no,yes,600,6.488394644399578,4,3.25414834228771,5.100606383148029,1,7.585637058881344,4.766822242461856,100,4.205449212789691,5.347820430602984,5,8.30711766969291,4,True.
ME,175,776,154-7500,yes,no,0,6.995597120919562,3,5.473288438023069,4.638875326723,2,5.795147141001141,5.329977833950832,100,4.689210678621283,4.958666780730335,6,6.002227962707543,4,True.
OH,182,797,307-9779,no,yes,200,6.855963832609291,3,6.590994684566201,5.140037123924514,2,4.529768437083538,2.5781438010566,150,7.1761624209400825,6.781917556485835,6,0.6920674264667754,8,True.
WY,51,878,205-5428,yes,yes,400,5.848669241150605,4,4.688554888503679,5.46850883657979,0,5.851620222715842,3.391913719953352,150,6.341112452197109,5.60706456599823,4,3.671041191418317,8,True.
WY,86,878,540-4030,no,no,0,5.243691790720813,5,3.736410764673237,7.716703744897941,1,4.105549487855912,0.5432634379600811,250,8.234193332256943,5.951349010898195,8,1.5064778140972672,10,True.
DC,192,686,485-4168,no,yes,200,11.940274651895203,3,8.194696576031337,6.90652060710801,2,7.367989623229716,3.489995996950352,150,6.684799847462163,5.7141437662507695,9,3.581851393870008,4,True.
AK,187,657,615-6775,no,yes,300,8.975678846618017,5,6.049288502967708,4.742652788894209,5,5.654693949984668,5.2756136269105225,100,7.410892922332615,4.3256656694270506,7,1.8119477894221885,5,True.
CO,158,677,459-3022,yes,yes,500,8.119304177674952,5,6.511998626592621,8.805980799957302,6,5.256846569953055,6.65249688270724,300,4.324093211003462,6.088085320348189,7,7.739768483369547,2,True.
WA,52,876,148-2559,no,yes,300,10.453250383250197,4,6.302706086291767,4.695647710908787,3,7.826194837171002,6.681135435394497,50,5.178193467335593,5.982915672925987,6,7.03246055634374,3,True.
IN,97,737,941-2629,no,no,0,12.271248068915966,5,3.941443728184335,6.0171286505968204,3,10.738290829375892,3.295285786363808,50,8.702396280809467,6.889235262534717,6,4.758814063841481,6,True.
AL,153,657,713-1073,yes,no,0,4.595781618916619,3,2.529146730742562,5.353312966409948,0,4.525025355032668,3.9454740112275175,200,7.019523216049812,6.65234163917351,6,1.730725426336002,8,True.
MN,108,777,355-9197,yes,yes,300,4.56625921204319,3,4.951987289722283,3.070477514755166,3,5.133985459051585,5.020449028441122,200,5.810440609433085,4.692714829223918,2,3.1652987966377664,7,True.
NC,55,786,827-4881,no,yes,100,12.470509952284896,2,10.790031384846628,6.593312691638805,5,7.448588866326935,4.257082220325111,100,6.062932490203162,5.45706723130558,6,5.376505241665666,5,True.
NE,100,786,393-3875,no,yes,0,5.344428766854998,1,7.371106612320288,6.4890818212550965,4,3.4204539896756625,2.9724699302814885,300,6.421976445638116,4.86601727359517,5,0.7260510880536453,9,True.
TX,14,848,732-1924,no,no,0,1.1224597747032838,4,7.1147366288349625,4.746496968134199,10,0.0810467068407536,5.6290705436466855,200,3.0029015979324023,5.551802161698241,6,2.8705689050912566,6,True.
ND,160,786,913-3586,no,no,0,1.86570396159142,6,3.461021602378485,3.7438611800676473,2,5.008346540594632,2.8882442576598333,250,2.2003059837498653,5.743716929140829,8,4.743790162946033,4,True.
CT,147,678,832-5787,yes,no,0,0.981805621946272,4,1.2763760991653983,5.051746759115275,0,2.671558548631965,2.690484464812217,250,6.53158421492741,6.066130284273649,5,0.7672771850010545,9,True.
OR,63,798,729-3319,no,no,0,4.52827356320751,3,6.753471225074261,6.3245079156658335,4,3.925095670944433,3.306024788314458,250,5.253561067986516,4.499637351924905,4,3.997222456627658,7,True.
WI,185,877,321-3037,no,no,0,4.2462287606944775,4,6.622966796889267,5.794860471438212,5,2.6097813385027178,2.935223728803804,250,6.06220279410978,4.030387962789541,6,0.4988644198044403,8,True.
LA,194,766,940-3594,yes,no,0,8.342793232900037,3,5.594391066223299,4.523051676281667,4,4.989050546708133,5.565766405756766,150,6.955365811017213,3.8501817966418734,8,1.874705854895644,4,True.
HI,121,727,971-3587,yes,no,0,7.23203135765498,2,4.067492259583519,8.599432986024576,3,6.201803794798544,2.0453764218671626,250,7.017011800046211,5.723951494567604,6,4.707890449241532,7,True.
CT,166,678,982-1331,no,no,0,12.75611685198152,5,6.475032550898861,8.354542190033216,0,8.110483346084443,3.2222139512868617,100,7.873340778895978,4.867407784569904,10,3.0181501073073296,5,True.
NM,132,787,498-2635,yes,yes,400,4.91193998583383,2,5.903403912769539,6.815235839793505,3,3.835694570016365,2.765638551057665,350,5.963674266752532,4.622258814856499,6,3.023276185493785,6,True.
WA,46,876,646-6754,yes,yes,400,3.374440364562856,2,4.588805021616288,7.052023782528783,0,3.6127514789229793,2.4203894458867707,300,6.013738215040654,5.206576992783164,4,3.431915353522566,8,True.
AK,167,657,416-3352,yes,yes,600,4.92984509666116,4,3.045018289287669,3.78424516487084,2,6.381860316471434,6.079107835922963,150,5.344379537537701,6.303716336735821,2,6.749502068748742,4,True.
LA,97,766,266-7837,yes,no,0,9.98040201217438,4,4.92039513386728,7.0764374498944616,0,8.11403390889118,4.871745328507033,150,5.54866922280225,6.2162556374183735,7,8.152078516844913,2,True.
MS,101,778,528-6591,no,no,0,6.438669323095766,0,7.331967820176521,5.642626994032327,0,6.185635273424371,1.185811532859382,250,6.412691639865116,5.4406888603185495,3,4.459535423749367,7,True.
NY,33,788,245-8042,no,no,0,7.057296584298072,4,4.469563561498156,6.256993633830383,0,7.051984978882685,4.703920743017619,150,5.051303646192867,8.045918952584575,4,7.579409033827922,4,True.
AK,146,657,671-1194,no,yes,200,8.29635208410886,5,7.05622360474694,4.72459814650297,5,4.762544964234791,3.550823632537613,100,8.027572391117804,6.012244889127574,7,0.6252236820420398,7,True.
KY,48,758,504-8419,no,no,0,3.836183970697887,4,4.240890243883994,5.337330349196568,2,3.979483975180737,4.5387863450454455,150,5.16480161298032,6.650680095623764,4,4.022236870929587,7,True.
UT,132,858,731-3165,no,yes,600,4.809505640140765,5,3.721124148712017,6.74885922034607,1,3.9986651351304494,4.761062017774091,200,4.450413143684324,4.152683865322212,8,4.268521155761403,5,True.
RI,32,827,877-1206,no,yes,200,8.280442423754723,2,8.289694911935028,5.424289458494398,6,5.148588376551444,4.361017178200659,200,6.053364405672239,5.906921862824464,6,3.789154640400283,5,True.
TN,85,847,992-2969,yes,no,0,7.046521773893681,4,5.848026609192928,7.075284362293796,0,7.711433532567984,3.482121463267041,250,5.228060389548331,6.526362728351248,2,8.267558418164498,6,True.
TX,32,848,825-7855,yes,yes,500,5.718282506789445,5,2.793067749887148,5.850206405102145,3,3.57544186497565,6.47513968430344,200,6.7796084026970185,5.428716724379791,7,1.3923973629744737,6,True.
MS,119,778,344-2606,yes,yes,300,10.456979432016336,1,7.514012851262117,3.9686279498511055,1,8.107733723316988,3.6682513357769095,100,6.994514824332113,5.294601867295061,5,4.688059399794493,5,True.
SD,55,836,739-3337,no,no,0,7.611680136398094,5,7.943001064423571,5.502278340160968,6,3.9414033642319968,3.855504393208884,150,6.34629071758233,5.432921303335501,8,0.8253847780484751,6,True.
MS,142,778,926-4098,no,no,0,4.3425300471605865,8,2.09793835605454,5.699701410524465,2,3.3812880926479534,6.443379943960233,100,6.41422468069773,5.432973362721918,6,2.320737084353799,7,True.
VT,3,868,290-2791,yes,yes,500,5.248425827529536,2,5.057978411357172,4.927840629385975,1,6.210186680917793,4.62626396005272,200,4.122740081673653,4.4171906740915805,4,7.593489473681261,5,True.
GA,5,716,797-3937,yes,yes,200,7.774450344703283,3,6.986644464041968,5.635926349730962,4,4.711559535618215,4.135892027495111,150,6.448175029114648,3.894515545906768,7,2.282379746728701,6,True.
AZ,58,659,811-7362,yes,yes,100,9.18242763311522,4,7.763411740943852,6.040898090414693,4,6.463235688658351,2.7640498183169107,150,7.26297123408031,4.721496826267427,6,2.311877305322523,6,True.
UT,199,858,832-2636,yes,no,0,9.65169823930053,9,6.915209477856239,5.415175569252566,7,6.78914378031139,5.338695367146414,50,7.395225693217045,6.2455786798118655,4,3.7882461973223136,5,True.
ME,48,776,787-7043,no,no,0,2.757404992583588,4,3.005175804426019,3.232193371395569,1,3.092192096967952,3.3832720854010345,100,6.4558754982957725,5.59053813891346,6,0.2894827627306595,8,True.
KY,174,758,300-9654,yes,no,0,0.8245553536019425,4,1.7125075191324726,3.2156881615409403,2,3.069622850890496,5.821473372721539,150,3.8035403315866185,5.592880389438301,4,5.311532191804355,6,True.
SC,82,836,335-3139,no,no,0,14.353578114391818,4,7.728708213294706,5.771070812726079,1,10.154460579163048,3.114754504845119,100,9.226781277031456,2.0225873484334573,6,2.9563359610737816,4,True.
DC,194,686,404-5285,yes,no,0,10.010985700812848,4,7.355043994558841,6.773600195935903,4,6.783718223176722,5.201800739870512,150,5.935596072395763,3.6921046460245206,6,6.181396253723947,4,True.
KS,173,758,562-8828,no,no,0,5.7050735549682186,2,4.231355930137752,0.8341846329128835,2,6.418892427764282,5.053787431418629,100,5.701069204064317,5.071722903736918,4,3.969519167689312,5,True.
KS,150,758,869-5627,no,yes,700,0.9896733789844872,6,1.529774589503286,4.897033413482279,3,2.7168175884084147,5.20842171454751,250,4.703996273254688,4.318055763809864,5,3.7535806023403326,6,True.
OK,146,797,832-5279,yes,yes,100,10.204624016322118,4,8.809645104370714,5.600679392083704,6,5.66213161561477,4.640666232379559,150,6.42924373354272,5.0053331096619,8,1.7109965109462495,5,True.
SD,155,836,670-4590,no,no,0,9.49446697697448,0,10.34184578642255,7.487780294846631,5,6.598864702565861,3.199585067733443,300,4.762507444640615,4.678726366643736,5,7.425508851241248,3,True.
WI,30,877,835-1350,yes,no,0,7.0087139297790575,5,3.9676583484649073,6.305013422128685,0,6.802563148951344,4.7770181045946,150,6.177464599368969,3.7466343237560342,4,5.7227495830467525,6,True.
AR,36,658,309-8439,no,no,0,6.328969499538111,4,6.4944721470540845,4.605866827325557,6,5.289717482584453,6.31105318269604,150,4.962041407245837,5.638777489552043,3,6.21682060417964,5,True.
CO,100,677,793-6142,no,no,0,7.760349335386204,3,8.10766896183796,4.422454730959796,5,6.987746754371487,5.001718449362355,150,4.96039828084092,4.801346676479901,2,7.690218545242006,4,True.
CA,163,676,899-6606,no,yes,600,4.3633685674998,5,2.61727196231992,3.985161424221261,0,5.705686804870458,3.8561082928415136,100,6.716513329701642,4.589751971808437,3,3.530530995678249,8,True.
CT,59,678,479-4911,yes,yes,600,7.298328398317881,4,5.587099361604009,5.071694322788848,3,6.705651760563787,5.516259737224829,150,4.473344525946135,6.284389842854527,5,7.548286864111654,3,True.
MD,19,776,619-7775,yes,no,0,5.516048816554235,5,3.972359697592369,6.513508355676457,0,5.610095378811483,3.3650546430531207,200,5.764911094906238,5.796709334786639,5,5.870624246684262,6,True.
CA,165,676,561-8632,yes,yes,600,6.762243397189286,4,3.987772479183548,3.3747176326356096,1,7.161345932808628,5.904949081409944,50,4.653858650046475,5.224968483059841,4,8.170877902828545,3,True.
OR,45,798,375-4404,no,yes,500,8.99258727309555,5,5.8267985341589785,3.842718699565491,1,7.721896150309571,3.712886354977653,50,6.651697319974232,3.473689271673872,5,4.624046157056377,5,True.
WV,184,878,666-4266,no,yes,400,2.304895977838412,3,2.682387237897095,4.540641222163622,0,4.347941655482519,2.8996860564538576,250,5.989923066962985,7.45749511051724,4,2.455280708200564,9,True.
NY,166,788,543-5906,no,yes,200,4.509447162693288,1,6.186063117818513,3.7103581478720384,1,4.832992784072406,0.8791899009659669,250,7.5374538248823315,5.64136232379759,3,0.6685764549080515,9,True.
